PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,FamilySize
58,0,3,"Novel, Mr. Mansouer",male,0.23975088542301587,0,0,2697,-0.5028639729296732,C,1
59,1,2,"West, Miss. Constance Mirium",female,-1.067998620825018,1,2,C.A. 34651,-0.08968408411123653,S,4
60,0,3,"Goodwin, Master. William Frederick",male,-0.7268465757168353,5,2,CA 2144,0.2958951755118318,S,8
61,0,3,"Sirayanian, Mr. Orsen",male,-0.10140115968516693,0,0,2669,-0.5028639729296732,C,1
62,1,1,"Icard, Miss. Amelie",female,0.8083376272699871,0,0,113572,0.962353321387736,,1
63,0,1,"Harris, Mr. Henry Birkhardt",male,1.206348346562867,1,0,36973,1.0323213593611125,S,2
64,0,3,"Skoog, Master. Harald",male,-1.1248572950097153,3,2,347088,-0.08666388103324908,S,6
65,0,1,"Stewart, Mr. Albert A",male,-1.3522919917485037,0,0,PC 17605,-0.09027201697708476,C,1
66,1,3,"Moubarek, Master. Gerios",male,-1.3522919917485037,1,1,2661,-0.3414522396297103,C,3
67,1,2,"Nye, Mrs. (Elizabeth Ramell)",female,0.296609559607713,0,0,C.A. 29395,-0.43700743807979686,S,1
68,0,3,"Crease, Mr. Ernest James",male,-0.2719771822392583,0,0,S.P. 3464,-0.4841568350646187,S,1
69,1,3,"Andersson, Miss. Erna Alexandra",female,-0.38569453060865255,4,2,3101281,-0.4888542575852486,S,7
70,0,3,"Kink, Mr. Vincenz",male,0.1260335370536216,2,0,315151,-0.47400492578514347,S,3
71,0,2,"Jenkin, Mr. Stephen Curnow",male,0.4671855821618044,0,0,C.A. 33111,-0.43700743807979686,S,1
72,0,3,"Goodwin, Miss. Lillian Amy",female,-0.4425532047933497,5,2,CA 2144,0.2958951755118318,S,8
73,0,2,"Hood, Mr. Ambrose Jr",male,-0.15825983386986406,0,0,S.O.C. 14879,0.8314778546749452,S,1
74,0,3,"Chronopoulos, Mr. Apostolos",male,0.1260335370536216,1,0,2680,-0.3573908580066095,C,2
75,1,3,"Bing, Mr. Lee",male,0.4671855821618044,0,0,1601,0.48910360681684706,S,1
76,0,3,"Moen, Mr. Sigurd Hansen",male,0.06917486286892446,0,0,348123,-0.494391296561559,S,1
77,0,3,"Staneff, Mr. Ivan",male,-1.3522919917485037,0,0,349208,-0.4894421904510968,S,1
78,0,3,"Moutal, Mr. Rahamin Haim",male,-1.3522919917485037,0,0,374746,-0.4863374216869257,S,1
79,1,2,"Caldwell, Master. Alden Gates",male,-1.3522919917485037,0,2,248738,-0.06451572512800753,S,3
80,1,3,"Dowdell, Miss. Elizabeth",female,0.3534682337924101,0,0,364516,-0.397241430886295,S,1
81,0,3,"Waelens, Mr. Achille",male,-0.10140115968516693,0,0,345767,-0.46720946885967163,S,1
82,1,3,"Sheerlinck, Mr. Jan Baptist",male,0.296609559607713,0,0,345779,-0.45714212526638004,S,1
83,1,3,"McDermott, Miss. Brigdet Delia",female,-1.3522919917485037,0,0,330932,-0.49162277707340374,Q,1
84,0,1,"Carrau, Mr. Francisco M",male,0.23975088542301587,0,0,113059,0.29992211294914856,S,1
85,1,2,"Ilett, Miss. Bertha",female,-0.38569453060865255,0,0,SO/C 14885,-0.43700743807979686,S,1
86,1,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,0.5240442563465015,3,0,3101278,-0.32928686163157667,S,4
87,0,3,"Ford, Mr. William Neal",male,-0.4425532047933497,1,3,W./C. 6608,0.04370821849987721,S,5
88,0,3,"Slocovski, Mr. Selman Francis",male,-1.3522919917485037,0,0,SOTON/OQ 392086,-0.4863374216869257,S,1
89,1,1,"Fortune, Miss. Mabel Helen",female,-0.04454248550046979,3,2,19950,4.647001076532463,S,6
90,0,3,"Celotti, Mr. Francesco",male,0.012316188684227338,0,0,343275,-0.4863374216869257,S,1
91,0,3,"Christmann, Mr. Emil",male,0.296609559607713,0,0,343276,-0.4863374216869257,S,1
92,0,3,"Andreasson, Mr. Paul Edvin",male,-0.21511850805456117,0,0,347466,-0.4902797934380587,S,1
93,0,1,"Chaffee, Mr. Herbert Fuller",male,1.2632070207475643,1,0,W.E.P. 5734,0.5833178351003071,S,2
94,0,3,"Dean, Mr. Bertram Frank",male,0.1260335370536216,1,2,C.A. 2315,-0.23415046467497105,S,4
95,0,3,"Coxon, Mr. Daniel",male,2.002369785148627,0,0,364500,-0.5024451714361923,S,1
96,0,3,"Shorney, Mr. Charles Joseph",male,-1.3522919917485037,0,0,374910,-0.4863374216869257,S,1
97,0,1,"Goldschmidt, Mr. George B",male,2.684673875364992,0,0,PC 17754,0.0493298231623713,C,1
98,1,1,"Greenfield, Mr. William Bertram",male,-0.04454248550046979,0,1,PC 17759,0.6272778976347743,C,2
99,1,2,"Doling, Mrs. John T (Ada Julia Bone)",female,0.5809029305311987,0,1,231919,-0.18532384824750675,S,2
100,0,2,"Kantor, Mr. Sinai",male,0.5809029305311987,1,0,244367,-0.12491978668775715,S,2
101,0,3,"Petranec, Miss. Matilda",female,0.23975088542301587,0,0,349245,-0.4894421904510968,S,1
102,0,3,"Petroff, Mr. Pastcho (""Pentcho"")",male,-1.3522919917485037,0,0,349215,-0.4894421904510968,S,1
103,0,1,"White, Mr. Richard Frasar",male,-0.15825983386986406,0,1,35281,0.907737982394129,S,2
104,0,3,"Johansson, Mr. Gustaf Joel",male,0.5240442563465015,0,0,7540,-0.4741720436887921,S,1
105,0,3,"Gustafsson, Mr. Anders Vilhelm",male,0.75147895308529,2,0,3101276,-0.4888542575852486,S,3
106,0,3,"Mionoff, Mr. Stoytcho",male,0.23975088542301587,0,0,349207,-0.4894421904510968,S,1
107,1,3,"Salkjelsvik, Miss. Anna Kristine",female,-0.15825983386986406,0,0,343120,-0.494391296561559,S,1
108,1,3,"Moss, Mr. Albert Johan",male,-1.3522919917485037,0,0,312991,-0.4918744606632361,S,1
109,0,3,"Rekic, Mr. Tido",male,0.8083376272699871,0,0,349249,-0.4894421904510968,S,1
110,1,3,"Moran, Miss. Bertha",female,-1.3522919917485037,1,0,371110,-0.1621689579829361,Q,2
111,0,1,"Porter, Mr. Walter Chamberlain",male,1.3200656949322613,0,0,110465,0.39858208016340624,S,1
112,0,3,"Zabour, Miss. Hileni",female,-0.556270553162744,1,0,2665,-0.3573908580066095,C,2
113,0,3,"Barton, Mr. David John",male,-0.10140115968516693,0,0,324669,-0.4863374216869257,S,1
114,0,3,"Jussila, Miss. Katriina",female,-0.21511850805456117,1,0,4136,-0.4505983519307405,S,2
115,0,3,"Attalah, Miss. Malake",female,-0.38569453060865255,0,0,2627,-0.3573083057891445,C,1
116,0,3,"Pekoniemi, Mr. Edvard",male,-0.15825983386986406,0,0,STON/O 2. 3101294,-0.4888542575852486,S,1
117,0,3,"Connors, Mr. Patrick",male,2.627815201180295,0,0,370369,-0.49237782784290063,Q,1
118,0,2,"Turpin, Mr. William John Robert",male,0.296609559607713,1,0,11668,-0.22559322262067316,S,2
119,0,1,"Baxter, Mr. Quigg Edmond",male,0.012316188684227338,0,1,PC 17558,4.335332226633905,C,2
120,0,3,"Andersson, Miss. Ellis Anna Maria",female,-1.2385746433791096,4,2,347082,-0.01870931177853076,S,7
121,0,2,"Hickman, Mr. Stanley George",male,-0.15825983386986406,2,0,S.O.C. 14879,0.8314778546749452,S,3
122,0,3,"Moore, Mr. Leonard Charles",male,-1.3522919917485037,0,0,A4. 54510,-0.4863374216869257,S,1
123,0,2,"Nasser, Mr. Nicholas",male,0.4671855821618044,1,0,237736,-0.04295550208861426,C,2
124,1,2,"Webber, Miss. Susan",female,0.4671855821618044,0,0,27267,-0.3866707201133388,S,1
125,0,1,"White, Mr. Percival Wayland",male,1.7180764142251412,0,1,35281,0.907737982394129,S,2
126,1,3,"Nicola-Yarred, Master. Elias",male,-0.6699879015321383,1,0,2651,-0.42207354059350805,C,2
127,0,3,"McMahon, Mr. Martin",male,-1.3522919917485037,0,0,370372,-0.49237782784290063,Q,1
128,1,3,"Madsen, Mr. Fridtjof Arne",male,0.012316188684227338,0,0,C 17369,-0.5046257580584992,S,1
129,1,3,"Peter, Miss. Anna",female,-1.3522919917485037,1,1,2668,-0.19824427701513722,C,3
130,0,3,"Ekstrom, Mr. Johan",male,1.206348346562867,0,0,347061,-0.5079822104125026,S,1
131,0,3,"Drazenoic, Mr. Jozef",male,0.5240442563465015,0,0,349241,-0.4894421904510968,C,1
132,0,3,"Coelho, Mr. Domingos Fernandeo",male,-0.21511850805456117,0,0,SOTON/O.Q. 3101307,-0.5064721088735089,S,1
133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,1.3200656949322613,1,0,A/5. 3337,-0.35646868933346404,S,2
134,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,0.296609559607713,1,0,228414,-0.12491978668775715,S,2
135,0,2,"Sobey, Mr. Samuel James Hayden",male,0.06917486286892446,0,0,C.A. 29178,-0.3866707201133388,S,1
136,0,2,"Richard, Mr. Emile",male,-0.04454248550046979,0,0,SC/PARIS 2133,-0.3454791770670269,C,1
137,1,1,"Newsom, Miss. Helen Monypeny",female,-0.2719771822392583,0,2,11752,-0.11921562980779811,S,3
138,0,1,"Futrelle, Mr. Jacques Heath",male,0.75147895308529,1,0,113803,0.4207302360686478,S,2
139,0,3,"Osen, Mr. Olaf Elon",male,-0.4425532047933497,0,0,7534,-0.4628462821463391,S,1
140,0,1,"Giglio, Mr. Victor",male,0.012316188684227338,0,0,PC 17593,0.9462455716384695,C,1
141,0,3,"Boulos, Mrs. Joseph (Sultana)",female,-1.3522919917485037,0,2,2678,-0.3414522396297103,C,3
142,1,3,"Nysten, Miss. Anna Sofia",female,-0.10140115968516693,0,0,347081,-0.49237782784290063,S,1
143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,0.012316188684227338,1,0,STON/O2. 3101279,-0.32928686163157667,S,2
144,0,3,"Burke, Mr. Jeremiah",male,-0.2719771822392583,0,0,365222,-0.5125125150294839,Q,1
145,0,2,"Andrew, Mr. Edgardo Samuel",male,-0.32883585642395546,0,0,231945,-0.41687275089321363,S,1
146,0,2,"Nicholls, Mr. Joseph Charles",male,-0.2719771822392583,1,1,C.A. 33112,0.09152810056801232,S,3
147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,0.18289221123831872,0,0,350043,-0.49145565916975514,S,1
148,0,3,"Ford, Miss. Robina Maggie ""Ruby""",female,-0.8405639240862296,2,2,W./C. 6608,0.04370821849987721,S,5
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,0.6946202789005929,0,2,230080,-0.12491978668775715,S,3
150,0,2,"Byles, Rev. Thomas Roussel Davids",male,1.0357723240087757,0,0,244310,-0.3866707201133388,S,1
151,0,2,"Bateman, Rev. Robert James",male,1.54750039167105,0,0,S.O.P. 1166,-0.39623469652696586,S,1
152,1,1,"Pears, Mrs. Thomas (Edith Wearne)",female,-0.10140115968516693,1,0,113776,0.6925485130875209,S,2
153,0,3,"Meo, Mr. Alfonzo",male,1.7749350884098383,0,0,A.5. 11206,-0.4863374216869257,S,1
154,0,3,"van Billiard, Mr. Austin Blyler",male,0.9220549756393814,0,2,A/5. 851,-0.35646868933346404,S,3
155,0,3,"Olsen, Mr. Ole Martin",male,-1.3522919917485037,0,0,Fa 265302,-0.5011867534870308,S,1
156,0,1,"Williams, Mr. Charles Duane",male,1.54750039167105,0,1,PC 17597,0.5874293382238074,C,2
157,1,3,"Gilnagh, Miss. Katherine ""Katie""",female,-0.4425532047933497,0,0,35851,-0.49271407711891657,Q,1
158,0,3,"Corn, Mr. Harry",male,0.3534682337924101,0,0,SOTON/OQ 392090,-0.4863374216869257,S,1
159,0,3,"Smiljanic, Mr. Mile",male,-1.3522919917485037,0,0,315037,-0.47400492578514347,S,1
160,0,3,"Sage, Master. Thomas Henry",male,-1.3522919917485037,8,2,CA. 2343,0.7519458402879414,S,11
161,0,3,"Cribb, Mr. John Hatfield",male,1.14948967237817,0,1,371362,-0.32425318983493084,S,2
162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,0.9220549756393814,0,0,C.A. 33595,-0.331300330350235,S,1
163,0,3,"Bengtsson, Mr. John Viktor",male,0.1260335370536216,0,0,347068,-0.4918744606632361,S,1
164,0,3,"Calic, Mr. Jovo",male,-0.38569453060865255,0,0,315093,-0.47400492578514347,S,1
165,0,3,"Panula, Master. Eino Viljami",male,-1.2954333175638066,4,1,3101295,0.1506737441786005,S,6
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",male,-0.8405639240862296,0,2,363291,-0.2351571990343002,S,3
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,-1.3522919917485037,0,1,113505,0.4589861417231558,S,2
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,1.206348346562867,1,4,347088,-0.08666388103324908,S,6
169,0,1,"Baumann, Mr. John D",male,-1.3522919917485037,0,0,PC 17318,-0.12642988822675086,S,1
170,0,3,"Ling, Mr. Lee",male,0.23975088542301587,0,0,1601,0.48910360681684706,S,1
171,0,1,"Van der hoef, Mr. Wyckoff",male,2.116087133518021,0,0,111240,0.026090367211616904,S,1
172,0,3,"Rice, Master. Arthur",male,-1.1248572950097153,4,1,382652,-0.06199888922968463,Q,6
173,1,3,"Johnson, Miss. Eleanor Ileen",female,-1.2954333175638066,1,1,347742,-0.4242561406845337,S,3
174,0,3,"Sivola, Mr. Antti Wilhelm",male,-0.15825983386986406,0,0,STON/O 2. 3101280,-0.4888542575852486,S,1
175,0,1,"Smith, Mr. James Clinch",male,1.8317937625945353,0,0,17764,-0.030371322596999754,C,1
176,0,3,"Klasen, Mr. Klas Albin",male,-0.32883585642395546,1,1,350404,-0.4902797934380587,S,3
177,0,3,"Lefebre, Master. Henry Forbes",male,-1.3522919917485037,3,1,4133,-0.13565761536436197,S,5
178,0,1,"Isham, Miss. Ann Elizabeth",female,1.4906417174863527,0,0,PC 17595,-0.07030444769415023,C,1
179,0,2,"Hale, Mr. Reginald",male,0.3534682337924101,0,0,250653,-0.3866707201133388,S,1
180,0,3,"Leonard, Mr. Lionel",male,0.6946202789005929,0,0,LINE,-0.6484216535389205,S,1
181,0,3,"Sage, Miss. Constance Gladys",female,-1.3522919917485037,8,2,CA. 2343,0.7519458402879414,S,11
182,0,2,"Pernot, Mr. Rene",male,-1.3522919917485037,0,0,SC/PARIS 2131,-0.34539461138084326,C,1
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,-0.8405639240862296,4,2,347077,-0.016444159470040135,S,7
184,1,2,"Becker, Master. Richard F",male,-1.2954333175638066,2,1,230136,0.13683114673782454,S,4
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,-1.1248572950097153,0,2,315153,-0.20495516825442542,S,3
186,0,1,"Rood, Mr. Hugh Roscoe",male,-1.3522919917485037,0,0,113767,0.3583127057902398,S,1
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,-1.3522919917485037,1,0,370365,-0.3363340021468808,Q,2
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,1.206348346562867,0,0,111428,-0.11384570873513637,S,1
189,0,3,"Bourke, Mr. John",male,0.9220549756393814,1,1,364849,-0.3363340021468808,Q,3
190,0,3,"Turcin, Mr. Stjepan",male,0.6946202789005929,0,0,349247,-0.4894421904510968,S,1
191,1,2,"Pinsky, Mrs. (Rosa)",female,0.4671855821618044,0,0,234604,-0.3866707201133388,S,1
192,0,2,"Carbines, Mr. William",male,-0.2719771822392583,0,0,28424,-0.3866707201133388,S,1
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,-0.2719771822392583,1,0,350046,-0.4902797934380587,S,2
194,1,2,"Navratil, Master. Michel M",male,-1.1817159691944124,1,1,230080,-0.12491978668775715,S,3
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,1.14948967237817,0,0,PC 17610,-0.09027201697708476,C,1
196,1,1,"Lurette, Miss. Elise",female,1.9455111109639296,0,0,PC 17569,2.301728820789,C,1
197,0,3,"Mernagh, Mr. Robert",male,-1.3522919917485037,0,0,368703,-0.49237782784290063,Q,1
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",male,1.0357723240087757,0,1,4579,-0.47920571548543794,S,2
199,1,3,"Madigan, Miss. Margaret ""Maggie""",female,-1.3522919917485037,0,0,370370,-0.49237782784290063,Q,1
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,0.012316188684227338,0,0,248747,-0.3866707201133388,S,1
201,0,3,"Vande Walle, Mr. Nestor Cyriel",male,0.23975088542301587,0,0,345770,-0.45714212526638004,S,1
202,0,3,"Sage, Mr. Frederick",male,-1.3522919917485037,8,2,CA. 2343,0.7519458402879414,S,11
203,0,3,"Johanson, Mr. Jakob Alfred",male,0.5809029305311987,0,0,3101264,-0.5176307525123133,S,1
204,0,3,"Youseff, Mr. Gerious",male,1.206348346562867,0,0,2628,-0.5029485386158568,C,1
205,1,3,"Cohen, Mr. Gurshon ""Gus""",male,-0.32883585642395546,0,0,A/5 3540,-0.4863374216869257,S,1
206,0,3,"Strom, Miss. Telma Matilda",female,-1.2385746433791096,0,1,347054,-0.43776248884929375,S,2
207,0,3,"Backstrom, Mr. Karl Alfred",male,0.4671855821618044,1,0,3101278,-0.32928686163157667,S,2
208,1,3,"Albimona, Mr. Nassef Cassem",male,0.1260335370536216,0,0,2699,-0.2701412180209885,C,1
209,1,3,"Carr, Miss. Helen ""Ellen""",female,-0.4425532047933497,0,0,367231,-0.49237782784290063,Q,1
210,1,1,"Blank, Mr. Henry",male,0.9220549756393814,0,0,112277,-0.024246350754841113,C,1
211,0,3,"Ali, Mr. Ahmed",male,0.012316188684227338,0,0,SOTON/O.Q. 3101311,-0.5064721088735089,S,1
212,1,2,"Cameron, Miss. Clear Annie",female,0.6377616047158957,0,0,F.C.C. 13528,-0.22559322262067316,S,1
213,0,3,"Perkin, Mr. John Henry",male,-0.10140115968516693,0,0,A/5 21174,-0.5024451714361923,S,1
214,0,2,"Givard, Mr. Hans Kristensen",male,0.3534682337924101,0,0,250646,-0.3866707201133388,S,1
215,0,3,"Kiernan, Mr. Philip",male,-1.3522919917485037,1,0,367229,-0.49237782784290063,Q,2
216,1,1,"Newell, Miss. Madeleine",female,0.41032690797710725,1,0,35273,1.6323350375212924,C,2
217,1,3,"Honkanen, Miss. Eliina",female,0.18289221123831872,0,0,STON/O2. 3101283,-0.4888542575852486,S,1
218,0,2,"Jacobsohn, Mr. Sidney Samuel",male,1.0357723240087757,1,0,243847,-0.10478509950117394,S,2
219,1,1,"Bazzani, Miss. Albina",female,0.4671855821618044,0,0,11813,0.8876878608937296,C,1
220,0,2,"Harris, Mr. Walter",male,0.3534682337924101,0,0,W/C 14208,-0.43700743807979686,S,1
221,1,3,"Sunderland, Mr. Victor Francis",male,-0.4425532047933497,0,0,SOTON/OQ 392089,-0.4863374216869257,S,1
222,0,2,"Bracken, Mr. James H",male,0.18289221123831872,0,0,220367,-0.3866707201133388,S,1
223,0,3,"Green, Mr. George Henry",male,1.54750039167105,0,0,21440,-0.4863374216869257,S,1
224,0,3,"Nenkoff, Mr. Christo",male,-1.3522919917485037,0,0,349234,-0.4894421904510968,S,1
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,0.8083376272699871,1,0,19943,1.163700193253568,S,2
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,-0.10140115968516693,0,0,PP 4348,-0.4601623283443675,S,1
227,1,2,"Mellors, Mr. William John",male,-0.2719771822392583,0,0,SW/PP 751,-0.43700743807979686,S,1
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,-0.21511850805456117,0,0,A/5 21173,-0.5024451714361923,S,1
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,-0.32883585642395546,0,0,236171,-0.3866707201133388,S,1
230,0,3,"Lefebre, Miss. Mathilde",female,-1.3522919917485037,3,1,4133,-0.13565761536436197,S,5
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,0.6377616047158957,1,0,36973,1.0323213593611125,S,2
232,0,3,"Larsson, Mr. Bengt Edvin",male,0.296609559607713,0,0,347067,-0.4918744606632361,S,1
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,2.002369785148627,0,0,237442,-0.3766033765200472,S,1
234,1,3,"Asplund, Miss. Lillian Gertrud",female,-1.067998620825018,4,2,347077,-0.016444159470040135,S,7
235,0,2,"Leyson, Mr. Robert William Norman",male,0.012316188684227338,0,0,C.A. 29566,-0.43700743807979686,S,1
236,0,3,"Harknett, Miss. Alice Phoebe",female,-1.3522919917485037,0,0,W./C. 6609,-0.49640476528021726,S,1
237,0,2,"Hold, Mr. Stephen",male,1.14948967237817,1,0,26707,-0.12491978668775715,S,2
